"Местное время в Иркутске (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.01.2018 05:00";"-25.5";"727.6";"779.3";"";"78";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-28.2";"";"";"";"";"";"";
"10.01.2018 02:00";"-22.9";"727.5";"778.6";"";"80";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-25.4";"";"";"";"";"";"";
"09.01.2018 23:00";"-23.1";"727.2";"778.3";"";"80";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-25.6";"";"";"";"";"";"";
"09.01.2018 20:00";"-22.1";"727.0";"778.0";"";"85";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"-15.5";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.9";"";"";"";"";"";"";
"09.01.2018 17:00";"-16.7";"726.9";"776.6";"";"81";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-19.2";"";"";"";"";"";"";
"09.01.2018 14:00";"-16.9";"727.3";"777.1";"";"78";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"10.0";"-19.8";"";"";"";"";"";"";
"09.01.2018 11:00";"-20.6";"728.0";"778.6";"";"81";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"10.0";"-23.0";"";"";"";"";"";"";
"09.01.2018 08:00";"-15.7";"727.7";"777.4";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"-15.7";"";"";"70 – 80%.";"300-600";"";"";"3.2";"-17.7";"";"";"";"";"";"";
"09.01.2018 05:00";"-15.0";"727.6";"777.1";"";"85";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"2.0";"-17.0";"";"";"";"";"";"";
"09.01.2018 02:00";"-14.2";"727.5";"776.8";"";"81";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"4.0";"-16.8";"";"";"";"";"";"";
"08.01.2018 23:00";"-13.5";"726.9";"776.0";"";"81";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"60%.";"300-600";"";"";"2.8";"-16.1";"";"";"";"";"";"";
"08.01.2018 20:00";"-12.7";"726.0";"775.0";"";"76";"Ветер, дующий с северо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"-9.4";"";"40%.";"600-1000";"";"";"10.0";"-16.1";"";"";"";"";"";"";
"08.01.2018 17:00";"-11.5";"725.1";"773.8";"";"75";"Ветер, дующий с северо-запада";"8";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"-15.1";"";"";"";"";"";"";
"08.01.2018 14:00";"-10.5";"724.1";"772.6";"";"75";"Ветер, дующий с северо-запада";"8";"11";"";"100%.";" ";"";"";"";"";"";"60%.";"600-1000";"";"";"10.0";"-14.2";"";"";"";"";"";"";
"08.01.2018 11:00";"-9.5";"723.4";"771.5";"";"88";"Ветер, дующий с северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"100%.";"200-300";"";"";"1.0";"-11.1";"";"";"";"";"";"";
"08.01.2018 08:00";"-9.9";"722.5";"770.6";"";"89";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"-13.9";"";"";"70 – 80%.";"300-600";"";"";"1.9";"-11.4";"";"";"";"";"";"";
"08.01.2018 05:00";"-12.2";"722.1";"770.7";"";"89";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"1.6";"-13.7";"";"";"";"";"";"";
"08.01.2018 02:00";"-12.3";"722.2";"770.8";"";"87";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.0";"";"";"";"";"";"";
"07.01.2018 23:00";"-11.4";"723.1";"771.6";"";"86";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"-13.3";"";"";"";"";"";"";
"07.01.2018 20:00";"-12.1";"724.2";"772.9";"";"89";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-10.2";"";"40%.";"1500-2000";"";"";"10.0";"-13.6";"";"";"";"";"";"";
"07.01.2018 17:00";"-10.8";"724.3";"772.8";"";"87";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"1500-2000";"";"";"10.0";"-12.6";"";"";"";"";"";"";
"07.01.2018 14:00";"-11.0";"724.3";"772.9";"";"88";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"1.3";"-12.6";"";"";"";"";"";"";
"07.01.2018 11:00";"-16.7";"724.6";"774.1";"";"84";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"1.0";"-18.8";"";"";"";"";"";"";
"07.01.2018 08:00";"-17.2";"724.0";"773.7";"";"85";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"-23.9";"";"";"60%.";"1000-1500";"";"";"1.9";"-19.2";"";"";"";"";"";"";
"07.01.2018 05:00";"-19.9";"723.7";"773.9";"";"82";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"4.0";"-22.2";"";"";"";"";"";"";
"07.01.2018 02:00";"-21.9";"723.6";"774.2";"";"80";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1000-1500";"";"";"10.0";"-24.5";"";"";"";"";"";"";
"06.01.2018 23:00";"-22.4";"723.4";"774.1";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-24.8";"";"";"";"";"";"";
"06.01.2018 20:00";"-20.3";"724.3";"774.6";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-15.7";"";"";"2500 или более, или облаков нет.";"";"";"2.2";"-22.6";"";"";"";"";"";"";
"06.01.2018 17:00";"-18.1";"724.6";"774.4";"";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.0";"-21.1";"";"";"";"";"";"";
"06.01.2018 14:00";"-20.5";"725.5";"775.9";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"100-200";"";"";"2.5";"-23.2";"";"";"";"";"";"";
"06.01.2018 11:00";"-26.1";"727.3";"779.1";"";"76";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"50-100";"";"";"3.1";"-29.1";"";"";"";"";"";"";
"06.01.2018 08:00";"-28.2";"727.7";"780.0";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-28.9";"";"";"20–30%.";"50-100";"";"";"4.0";"-31.3";"";"";"";"";"";"";
"06.01.2018 05:00";"-26.6";"727.9";"779.9";"";"76";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-29.5";"";"";"";"";"";"";
"06.01.2018 02:00";"-26.4";"728.9";"780.9";"";"77";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-29.3";"";"";"";"";"";"";
"05.01.2018 23:00";"-24.1";"729.6";"781.1";"";"78";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"1.7";"-26.8";"";"";"";"";"";"";
"05.01.2018 20:00";"-22.1";"730.2";"781.3";"";"80";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"-19.8";"";"";"2500 или более, или облаков нет.";"";"";"2.2";"-24.6";"";"";"";"";"";"";
"05.01.2018 17:00";"-20.5";"730.3";"781.0";"";"81";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"1.0";"-22.9";"";"";"";"";"";"";
"05.01.2018 14:00";"-22.3";"730.9";"782.1";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-25.2";"";"";"";"";"";"";
"05.01.2018 11:00";"-26.7";"732.2";"784.5";"";"76";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-29.7";"";"";"";"";"";"";
"05.01.2018 08:00";"-27.2";"732.4";"784.9";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-27.6";"";"";"";"2500 или более, или облаков нет.";"";"";"3.3";"-30.2";"";"";"";"";"";"";
"05.01.2018 05:00";"-26.4";"732.4";"784.6";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-29.3";"";"";"";"";"";"";
"05.01.2018 02:00";"-27.4";"733.1";"785.6";"";"76";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"3.3";"-30.4";"";"";"";"";"";"";
"04.01.2018 23:00";"-24.2";"733.6";"785.4";"";"78";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.1";"-26.9";"";"";"";"";"";"";
"04.01.2018 20:00";"-23.4";"734.0";"785.7";"";"79";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"-20.4";"";"20–30%.";"50-100";"";"";"1.5";"-26.1";"";"";"";"";"";"";
"04.01.2018 17:00";"-22.3";"733.7";"785.2";"";"80";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.0";"-24.8";"";"";"";"";"";"";
"04.01.2018 14:00";"-23.8";"734.1";"785.8";"";"76";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-26.8";"";"";"";"";"";"";
"04.01.2018 11:00";"-28.4";"735.5";"788.4";"";"74";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"100-200";"";"";"4.0";"-31.6";"";"";"";"";"";"";
"04.01.2018 08:00";"-29.5";"735.8";"789.0";"";"74";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-30.7";"";"";"50%.";"100-200";"";"";"10.0";"-32.7";"";"";"";"";"";"";
"04.01.2018 05:00";"-28.5";"736.5";"789.4";"";"75";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"20–30%.";"50-100";"";"";"10.0";"-31.6";"";"";"";"";"";"";
"04.01.2018 02:00";"-27.5";"737.3";"790.1";"";"76";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.5";"";"";"";"";"";"";
"03.01.2018 23:00";"-27.1";"738.2";"791.0";"";"76";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.0";"";"";"";"";"";"";
"03.01.2018 20:00";"-26.4";"738.8";"791.5";"";"78";"Ветер, дующий с северо-северо-востока";"3";"";"";"40%.";" ";"";"";"";"-20.8";"";"";"2500 или более, или облаков нет.";"";"";"3.8";"-29.1";"";"";"";"";"";"";
"03.01.2018 17:00";"-22.4";"739.0";"790.8";"";"80";"Ветер, дующий с северо-северо-запада";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.8";"-24.9";"";"";"";"";"";"";
"03.01.2018 14:00";"-23.8";"739.7";"791.9";"";"76";"Ветер, дующий с северо-северо-востока";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-26.9";"";"";"";"";"";"";
"03.01.2018 11:00";"-29.4";"741.2";"794.8";"";"74";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-32.6";"";"";"";"";"";"";
"03.01.2018 05:00";"-28.7";"741.4";"794.8";"";"75";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.7";"";"";"";"";"";"";
"03.01.2018 02:00";"-23.9";"741.7";"794.1";"";"80";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"50%.";"100-200";"";"";"10.0";"-26.4";"";"";"";"";"";"";
"02.01.2018 23:00";"-21.0";"742.0";"793.8";"";"82";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1000-1500";"";"";"4.0";"-23.3";"";"";"";"";"";"";
"02.01.2018 20:00";"-19.9";"741.8";"793.3";"";"83";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"-18.9";"";"50%.";"1000-1500";"";"";"4.0";"-22.1";"";"";"";"";"";"";
"02.01.2018 17:00";"-19.0";"741.5";"792.8";"";"79";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"4.0";"-21.7";"";"";"";"";"";"";
"02.01.2018 14:00";"-19.3";"741.1";"792.4";"";"77";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"10.0";"-22.3";"";"";"";"";"";"";
"02.01.2018 11:00";"-20.0";"741.7";"793.1";"";"79";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"600-1000";"";"";"4.0";"-22.8";"";"";"";"";"";"";
"02.01.2018 05:00";"-20.0";"739.9";"791.3";"";"81";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"60%.";"600-1000";"";"";"2.0";"-22.5";"";"";"";"";"";"";
"01.01.2018 23:00";"-18.4";"738.7";"789.7";"";"82";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"1.8";"-20.8";"";"";"";"";"";"";
"01.01.2018 17:00";"-16.9";"736.5";"787.0";"";"79";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"40%.";"300-600";"";"";"10.0";"-19.7";"";"";"";"";"";"";
"01.01.2018 14:00";"-15.0";"735.2";"785.2";"";"80";"Ветер, дующий с северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"2.0";"-17.7";"";"";"";"";"";"";
"01.01.2018 11:00";"-14.3";"734.4";"784.2";"";"80";"Ветер, дующий с северо-северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"600-1000";"";"";"3.1";"-17.0";"";"";"";"";"";"";
"01.01.2018 08:00";"-13.5";"732.7";"782.2";"";"83";"Ветер, дующий с северо-запада";"6";"";"";"100%.";" ";"";"";"-16.2";"";"";"100%.";"300-600";"";"";"2.8";"-15.8";"";"";"";"";"";"";
"31.12.2019 14:00";"-11.0";"720.3";"768.5";"";"78";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.1";"";"";"";"";"";"";
"31.12.2019 11:00";"-20.5";"720.4";"770.5";"";"83";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-22.7";"";"";"";"";"";"";
"31.12.2019 08:00";"-21.5";"720.4";"770.7";"";"82";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"-24.4";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.8";"";"";"";"";"";"";
"31.12.2019 05:00";"-23.6";"721.4";"772.3";"";"81";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-26.0";"";"";"";"";"";"";
"31.12.2019 02:00";"-20.9";"722.5";"772.9";"";"83";"Ветер, дующий с востока";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.0";"";"";"";"";"";"";
"30.12.2019 23:00";"-22.5";"723.6";"774.4";"";"82";"Ветер, дующий с северо-востока";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-24.7";"";"";"";"";"";"";
"30.12.2019 20:00";"-18.8";"724.0";"774.0";"";"86";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"-12.8";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-20.6";"";"";"";"";"";"";
"30.12.2019 17:00";"-14.5";"723.1";"772.2";"";"79";"Ветер, дующий с юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.3";"";"";"";"";"";"";
"30.12.2019 14:00";"-13.1";"722.7";"771.5";"";"70";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.4";"";"";"";"";"";"";
"30.12.2019 11:00";"-16.0";"723.6";"773.0";"";"62";"Ветер, дующий с востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-21.6";"";"";"";"";"";"";
"30.12.2019 08:00";"-17.5";"723.7";"773.4";"";"62";"Ветер, дующий с востока";"4";"";"";"70 – 80%.";" ";"";"";"-28.6";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.1";"";"";"";"";"";"";
"30.12.2019 05:00";"-22.7";"725.0";"775.9";"";"71";"Ветер, дующий с востока";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-26.6";"";"";"";"";"";"";
"30.12.2019 02:00";"-24.1";"726.8";"778.1";"";"80";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-26.6";"";"";"";"";"";"";
"29.12.2019 23:00";"-26.9";"729.0";"781.0";"";"79";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-29.4";"";"";"";"";"";"";
"29.12.2019 20:00";"-26.9";"731.1";"783.3";"";"77";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"-25.1";"";"";"";"";"";"10.0";"-29.7";"";"";"";"";"";"";
"29.12.2019 17:00";"-27.6";"732.5";"785.0";"";"70";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-31.4";"";"";"";"";"";"";
