Местное время в Иркутске (аэропорт);T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
31.07.2018 2:00;11.июн;718.3;762.2;;94;Ветер, дующий с востока;3;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.июн;;;;;;
31.07.2018 5:00;08.авг;718.1;762.5;;97;Ветер, дующий с востока;2;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;08.апр;;;;;;
31.07.2018 8:00;13.сен;717.7;761.3;;86;Ветер, дующий с востока;2;;;Облаков нет.; ;;;08.май;;;;;;;10.0;11.май;;;;;;
31.07.2018 11:00;23.июн;716.5;758.6;;43;Ветер, дующий с юга;4;;;Облаков нет.; ;;;;;;;;;;10.0;10.мар;;;;;;
31.07.2018 14:00;26.янв;714.7;756.3;;40;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.июн;;;;;;
31.07.2018 17:00;26.мар;712.9;754.4;;39;Ветер, дующий с юга;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.фев;;;;;;
31.07.2018 20:00;23.авг;712.0;753.7;;54;Ветер, дующий с юга;2;;;100%.; ;;;;27.июл;;;2500 или более, или облаков нет.;;;10.0;13.сен;;;;;;
31.07.2018 23:00;18.июл;712.0;754.6;;68;Ветер, дующий с юга;2;;;100%.; ;;;;;;20–30%.;2500 или более, или облаков нет.;;;10.0;12.июл;;;;;;
01.08.2018 2:00;17.0;712.0;754.8;;76;Ветер, дующий с юга;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.июл;;;;;;
01.08.2018 5:00;15.янв;711.9;754.9;;85;Ветер, дующий с юга;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.май;;;;;;
01.08.2018 8:00;16.мар;711.5;754.3;;85;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;14.июл;;;;2500 или более, или облаков нет.;;;10.0;13.июл;;;;;;
01.08.2018 11:00;19.янв;711.3;753.7;;76;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;20–30%.;1500-2000;;;10.0;14.июл;;;;;;
01.08.2018 14:00;21.янв;711.2;753.3;;71;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;;20–30%.;2500 или более, или облаков нет.;;;10.0;15.июн;;;;;;
01.08.2018 17:00;21.июн;710.9;752.9;;65;Ветер, дующий с юга;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;14.июл;;;;;;
01.08.2018 20:00;19.0;711.3;753.7;;71;Ветер, дующий с юга;4;;;100%.; ;;;;22.0;;;2500 или более, или облаков нет.;;;10.0;13.май;;;;;;
01.08.2018 23:00;15.апр;711.5;754.5;;86;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;13.янв;;;;;;
02.08.2018 2:00;13.июл;711.4;754.6;;96;Ветер, дующий с востока;1;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;13.0;;;;;;
02.08.2018 5:00;12.июн;711.2;754.6;;97;Ветер, дующий с востока;2;;;70 – 80%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.фев;;;;;;
02.08.2018 8:00;14.июл;711.1;754.1;;94;Ветер, дующий с юго-востока;2;;;100%.; ;;;12.0;;;;2500 или более, или облаков нет.;;;10.0;13.авг;;;;;;
02.08.2018 11:00;17.мар;710.8;753.4;;82;Ветер, дующий с юго-юго-запада;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;14.фев;;;;;;
02.08.2018 14:00;18.май;711.1;753.5;;82;Ветер, дующий с юга;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;15.апр;;;;;;
02.08.2018 17:00;19.мар;711.4;753.7;;85;Штиль, безветрие;0;;;100%.; ;;;;;;50%.;300-600;;;10.0;16.июл;;;;;;
02.08.2018 23:00;14.июн;712.2;755.3;;97;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;14.фев;;;;;;
03.08.2018 2:00;13.0;712.5;755.9;;97;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.июн;;;;;;
03.08.2018 5:00;12.мар;712.4;755.8;;100;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.мар;;;;;;
03.08.2018 8:00;16.фев;712.3;755.2;;89;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;14.апр;;;;;;
03.08.2018 11:00;23.0;712.0;753.9;;64;Ветер, дующий с юго-юго-востока;5;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;15.авг;;;;;;
03.08.2018 14:00;27.мар;711.6;752.8;;50;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;16.0;;;;;;
03.08.2018 17:00;23.янв;713.0;754.9;;67;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;;40%.;1500-2000;;;10.0;16.июн;;;;;;
03.08.2018 20:00;19.мар;715.9;758.6;;68;Ветер, дующий с северо-запада;10;14;;100%.; ;;;;27.апр;;70 – 80%.;600-1000;;;10.0;13.янв;;;;;;
03.08.2018 23:00;14.июл;718.6;762.1;;94;Ветер, дующий с западо-северо-запада;8;;;100%.; ;;;;;;100%.;300-600;;;10.0;13.авг;;;;;;
04.08.2018 2:00;13.июн;719.8;763.6;;98;Ветер, дующий с западо-северо-запада;5;;;100%.; ;;;;;;100%.;200-300;;;10.0;13.мар;;;;;;
04.08.2018 5:00;13.фев;720.4;764.2;;97;Ветер, дующий с запада;2;;;100%.; ;;;;;;20–30%.;600-1000;;;10.0;12.июл;;;;;;
04.08.2018 11:00;17.сен;720.1;763.2;;76;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;;20–30%.;2500 или более, или облаков нет.;;;10.0;13.июн;;;;;;
04.08.2018 17:00;24.мар;716.9;758.8;;52;Ветер, дующий с юга;2;;;50%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;13.авг;;;;;;
04.08.2018 20:00;20.апр;716.2;758.7;;60;Ветер, дующий с юга;4;;;100%.; ;;;;24.июл;;;2500 или более, или облаков нет.;;;10.0;12.апр;;;;;;
04.08.2018 23:00;17.янв;715.3;758.2;;72;Ветер, дующий с юга;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.сен;;;;;;
05.08.2018 2:00;15.авг;713.7;756.7;;77;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.авг;;;;;;
05.08.2018 5:00;15.июл;712.2;755.2;;86;Штиль, безветрие;0;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;13.мар;;;;;;
05.08.2018 8:00;17.янв;711.4;754.1;;84;Штиль, безветрие;0;;;100%.; ;;;14.май;;;20–30%.;1500-2000;;;10.0;14.апр;;;;;;
05.08.2018 11:00;22.0;710.4;752.2;;68;Штиль, безветрие;0;;;100%.; ;;;;;;40%.;1500-2000;;;10.0;15.сен;;;;;;
05.08.2018 14:00;22.мар;709.9;751.7;;71;Ветер, дующий с западо-юго-запада;3;;;100%.; ;;;;;;50%.;600-1000;;;10.0;16.авг;;;;;;
05.08.2018 17:00;20.янв;711.1;753.3;;80;Ветер, дующий с запада;5;;;100%.; ;;;;;;60%.;300-600;;;10.0;16.июн;;;;;;
05.08.2018 20:00;19.0;711.8;754.2;;80;Ветер, дующий с запада;5;;;100%.; ;;;;23.май;;70 – 80%.;600-1000;;;10.0;15.апр;;;;;;
05.08.2018 23:00;17.июл;712.3;754.9;;88;Ветер, дующий с запада;3;;;100%.; ;;;;;;100%.;300-600;;;10.0;15.июн;;;;;;
06.08.2018 2:00;16.июн;712.9;755.7;;93;Ветер, дующий с запада;4;;;100%.; ;;;;;;100%.;200-300;;;10.0;15.май;;;;;;
06.08.2018 5:00;15.сен;713.1;756.1;;96;Ветер, дующий с запада;4;;;100%.; ;;;;;;60%.;600-1000;;;10.0;15.мар;;;;;;
06.08.2018 8:00;16.апр;714.2;757.1;;99;Ветер, дующий с западо-северо-запада;5;;;100%.; ;;;15.июл;;;100%.;200-300;;;10.0;16.фев;;;;;;
06.08.2018 11:00;17.апр;715.0;757.9;;96;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;;100%.;300-600;;;10.0;16.авг;;;;;;
06.08.2018 14:00;20.янв;715.0;757.3;;88;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;60%.;600-1000;;;10.0;18.янв;;;;;;
06.08.2018 17:00;23.сен;714.7;756.6;;61;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;;;;20–30%.;1000-1500;;;10.0;16.0;;;;;;
06.08.2018 20:00;20.июл;715.3;757.7;;75;Ветер, дующий с запада;3;;;100%.; ;;;;24.янв;;20–30%.;1000-1500;;;10.0;16.0;;;;;;
06.08.2018 23:00;16.июн;716.2;759.3;;90;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;15.0;;;;;;
07.08.2018 2:00;15.мар;717.2;760.6;;81;Ветер, дующий с северо-запада;8;11;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;12.янв;;;;;;
07.08.2018 5:00;11.май;718.2;762.1;;97;Ветер, дующий с западо-северо-запада;5;;;100%.; ;;;;;;100%.;200-300;;;10.0;11.0;;;;;;
07.08.2018 8:00;11.0;718.6;762.7;;99;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;10.сен;;;100%.;100-200;;;10.0;10.авг;;;;;;
07.08.2018 11:00;11.фев;718.9;763.0;;98;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;;;;100%.;100-200;;;10.0;10.сен;;;;;;
07.08.2018 14:00;13.авг;718.1;761.7;;87;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;;100%.;300-600;;;10.0;11.июл;;;;;;
07.08.2018 17:00;15.фев;717.5;760.9;;84;Ветер, дующий с юга;2;;;100%.; ;;;;;;100%.;300-600;;;10.0;12.апр;;;;;;
07.08.2018 20:00;14.авг;717.1;760.6;;88;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;15.авг;;20–30%.;600-1000;;;10.0;12.сен;;;;;;
07.08.2018 23:00;11.июн;717.3;761.2;;97;Ветер, дующий с востока;2;;;100%.; ;;;;;;10%  или менее, но не 0;1500-2000;;;10.0;11.фев;;;;;;
08.08.2018 2:00;09.апр;717.1;761.3;;99;Ветер, дующий с востоко-северо-востока;2;;;50%.; ;;;;;;20–30%.;50-100;;;0.3;09.мар;;;;;;
08.08.2018 5:00;09.фев;716.6;760.9;;100;Ветер, дующий с юго-юго-востока;2;;;Небо не видно из-за тумана и/или других метеорологических явлений.; ;;;;;;;;;;0.2;09.фев;;;;;;
08.08.2018 8:00;11.авг;716.6;760.4;;100;Ветер, дующий с востоко-юго-востока;1;;;100%.; ;;;08.фев;;;60%.;50-100;;;4.0;11.авг;;;;;;
08.08.2018 11:00;18.0;716.3;759.1;;76;Ветер, дующий с юга;1;;;100%.; ;;;;;;10%  или менее, но не 0;2500 или более, или облаков нет.;;;10.0;13.июл;;;;;;
08.08.2018 14:00;22.сен;715.5;757.6;;61;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;;40%.;600-1000;;;10.0;14.сен;;;;;;
08.08.2018 17:00;25.апр;715.2;756.9;;41;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;;;10%  или менее, но не 0;2500 или более, или облаков нет.;;;10.0;11.янв;;;;;;
08.08.2018 20:00;20.янв;715.9;758.4;;62;Ветер, дующий с юго-востока;4;;;50%.; ;;;;25.май;;;2500 или более, или облаков нет.;;;10.0;12.июн;;;;;;
08.08.2018 23:00;15.апр;716.7;760.0;;73;Штиль, безветрие;0;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.май;;;;;;
09.08.2018 2:00;10.авг;716.5;760.5;;95;Ветер, дующий с востока;2;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;10.янв;;;;;;
09.08.2018 5:00;08.июн;716.3;760.6;;97;Ветер, дующий с востока;3;;;Облаков нет.; ;;;;;;;;;;10.0;08.фев;;;;;;
09.08.2018 8:00;14.апр;715.8;759.2;;80;Ветер, дующий с востоко-северо-востока;1;;;60%.; ;;;08.апр;;;;2500 или более, или облаков нет.;;;10.0;10.сен;;;;;;
09.08.2018 11:00;21.июл;714.8;757.0;;57;Ветер, дующий с юго-востока;4;;;70 – 80%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.июл;;;;;;
09.08.2018 17:00;24.фев;712.4;754.1;;56;Ветер, дующий с юго-юго-запада;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;14.авг;;;;;;
09.08.2018 20:00;20.фев;712.6;754.9;;68;Ветер, дующий с юго-юго-запада;3;;;100%.; ;;;;26.май;;;2500 или более, или облаков нет.;;;10.0;14.янв;;;;;;
09.08.2018 23:00;18.апр;714.1;756.8;;64;Ветер, дующий с западо-юго-запада;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.апр;;;;;;
10.08.2018 2:00;16.янв;714.5;757.5;;98;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;15.авг;;;;;;
10.08.2018 5:00;15.июн;714.5;757.6;;100;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;15.июн;;;;;;
10.08.2018 8:00;15.сен;714.9;757.9;;100;Ветер, дующий с севера;1;;;100%.; ;;;15.0;;;100%.;50-100;;;02.июн;15.сен;;;;;;
10.08.2018 11:00;16.июн;715.6;758.6;;95;Ветер, дующий с севера;2;;;100%.; ;;;;;;100%.;300-600;;;10.0;15.авг;;;;;;
10.08.2018 14:00;18.июн;716.0;758.8;;80;Ветер, дующий с северо-северо-запада;2;;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;15.янв;;;;;;
10.08.2018 17:00;17.0;716.0;759.0;;96;Ветер, дующий с запада;1;;;100%.; ;;;;;;100%.;200-300;;;4.0;16.апр;;;;;;
10.08.2018 20:00;16.июл;716.1;759.1;;98;Ветер, дующий с юго-запада;1;;;100%.; ;;;;19.янв;;20–30%.;1500-2000;;;10.0;16.мар;;;;;;
10.08.2018 23:00;15.мар;716.2;759.5;;100;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;0.1;15.мар;;;;;;
11.08.2018 2:00;14.май;716.2;759.5;;100;Ветер, дующий с юго-востока;2;;;Небо не видно из-за тумана и/или других метеорологических явлений.; ;;;;;;;;;;0.1;14.май;;;;;;
11.08.2018 5:00;14.апр;715.8;759.1;;100;Ветер, дующий с востоко-юго-востока;3;;;100%.; ;;;;;;100%.;100-200;;;4.0;14.апр;;;;;;
11.08.2018 8:00;13.сен;715.4;758.8;;100;Ветер, дующий с юго-востока;2;;;Небо не видно из-за тумана и/или других метеорологических явлений.; ;;;13.авг;;;;;;;0.7;13.сен;;;;;;
11.08.2018 11:00;20.мар;714.6;757.0;;77;Ветер, дующий с юга;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;16.фев;;;;;;
11.08.2018 17:00;27.апр;711.5;752.8;;36;Ветер, дующий с юга;4;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.янв;;;;;;
11.08.2018 20:00;22.0;711.0;752.9;;54;Ветер, дующий с юго-юго-востока;3;;;Облаков нет.; ;;;;27.июл;;;;;;10.0;12.фев;;;;;;
11.08.2018 23:00;16.сен;711.2;754.0;;70;Ветер, дующий с юго-востока;3;;;Облаков нет.; ;;;;;;;;;;10.0;11.апр;;;;;;
12.08.2018 2:00;15.апр;710.8;753.8;;74;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;10.0;10.авг;;;;;;
12.08.2018 5:00;14.мар;710.2;753.4;;78;Ветер, дующий с востока;3;;;Облаков нет.; ;;;;;;;;;;10.0;10.апр;;;;;;
12.08.2018 8:00;18.мар;709.8;752.2;;70;Ветер, дующий с востока;2;;;Облаков нет.; ;;;13.июл;;;;;;;10.0;12.июн;;;;;;
12.08.2018 11:00;25.янв;709.1;750.5;;48;Ветер, дующий с юго-юго-востока;5;;;Облаков нет.; ;;;;;;;;;;10.0;13.фев;;;;;;
12.08.2018 14:00;28.0;707.8;748.7;;40;Ветер, дующий с юга;5;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;13.янв;;;;;;
12.08.2018 17:00;28.авг;707.3;748.0;;37;Ветер, дующий с юго-юго-востока;5;;;50%.; ;;;;;;20–30%.;2500 или более, или облаков нет.;;;10.0;12.авг;;;;;;
12.08.2018 20:00;24.0;707.6;749.1;;50;Ветер, дующий с юго-юго-востока;6;;;70 – 80%.; ;;;;29.июн;;40%.;2500 или более, или облаков нет.;;;10.0;13.0;;;;;;
12.08.2018 23:00;18.июн;707.9;750.2;;67;Ветер, дующий с юго-юго-востока;2;;;40%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;12.фев;;;;;;
13.08.2018 2:00;16.мар;707.2;749.8;;73;Ветер, дующий с юго-востока;2;;;40%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.апр;;;;;;
13.08.2018 5:00;15.май;706.9;749.6;;78;Ветер, дующий с востоко-юго-востока;2;;;40%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;11.июл;;;;;;
13.08.2018 8:00;20.янв;707.5;749.5;;66;Штиль, безветрие;0;;;40%.; ;;;14.июн;;;;2500 или более, или облаков нет.;;;10.0;13.май;;;;;;
13.08.2018 11:00;23.июн;709.3;750.8;;58;Ветер, дующий с запада;4;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;14.авг;;;;;;
