Местное время на Большом Ушканьем о.;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
08.03.2017 14:00;-12.4;726.0;;;80;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
08.03.2017 20:00;-13.6;724.0;;;75;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;-12.4;;;;;;;;;;;;;
09.03.2017 2:00;;723.0;;;;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
09.03.2017 8:00;;723.0;;;;Ветер, дующий с юго-востока;1;;;40%.; ;;;-21.8;;;;;;;50.0;;;;;;;
09.03.2017 14:00;-10.3;721.0;;;85;Ветер, дующий с юго-запада;1;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
09.03.2017 20:00;;721.0;;;;Ветер, дующий с востока;1;;;20–30%.; ;;;;-10.3;;;;;;;;;;;;;
10.03.2017 2:00;-11.3;721.0;;;87;Ветер, дующий с юга;2;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
10.03.2017 8:00;-10.3;723.0;;;95;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;;;;;;50.0;;;;;;;
10.03.2017 14:00;-6.6;727.0;;;59;Ветер, дующий с севера;4;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
10.03.2017 20:00;-13.3;729.0;;;55;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;-6.6;;;;;;;;;;;;;
11.03.2017 2:00;-15.7;730.0;;;80;Ветер, дующий с юго-востока;4;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
11.03.2017 8:00;-13.9;730.0;;;90;Ветер, дующий с юго-востока;5;;;70 – 80%.; ;;;-17.0;;;;;;;50.0;;;;;;;
11.03.2017 14:00;-8.5;731.0;;;86;Ветер, дующий с юго-востока;4;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
11.03.2017 20:00;-8.8;730.0;;;79;Ветер, дующий с юго-востока;3;;;20–30%.; ;;;;-8.5;;;;;;;;;;;;;
12.03.2017 2:00;-12.1;730.0;;;90;Ветер, дующий с юга;2;;;40%.; ;;;;;;;;;;;;;;;;;
12.03.2017 8:00;-8.9;729.0;;;73;Ветер, дующий с юго-востока;6;;;100%.; ;;;-13.0;;;;;;;50.0;;;;;;;
12.03.2017 14:00;-6.0;730.0;;;86;Ветер, дующий с юга;5;;;100%.; ;;;;;;;;;;50.0;;;;;;;
12.03.2017 20:00;-5.6;730.0;;;69;Ветер, дующий с юго-востока;4;;;100%.; ;;;;-5.6;;;;;;;;;;;;;
13.03.2017 2:00;;730.0;;;;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;;;;;;;;;;;;;
13.03.2017 8:00;-9.1;730.0;;;76;Ветер, дующий с юго-востока;4;;;70 – 80%.; ;;;-16.5;;;;;;;50.0;;;;;;;
13.03.2017 14:00;-2.0;729.0;;;69;Ветер, дующий с юго-востока;4;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
13.03.2017 20:00;-4.6;726.0;;;60;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;-2.0;;;;;;;;;;;;;
14.03.2017 2:00;-6.6;724.0;;;67;Ветер, дующий с юго-востока;5;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
14.03.2017 8:00;-7.9;725.0;;;72;Ветер, дующий с юга;7;;;20–30%.; ;;;-8.7;;;;;;;50.0;;;;;;;
14.03.2017 14:00;-3.9;725.0;;;78;Ветер, дующий с юго-востока;5;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
14.03.2017 20:00;-5.2;725.0;;;73;Ветер, дующий с юга;5;;;20–30%.; ;;;;-3.9;;;;;;;;;;;;;
15.03.2017 2:00;-5.0;725.0;;;59;Ветер, дующий с юга;3;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
15.03.2017 8:00;-9.9;726.0;;;71;Ветер, дующий с севера;2;;;Облаков нет.; ;;;-10.6;;;;;;;50.0;;;;;;;
15.03.2017 14:00;-3.8;725.0;;;69;Ветер, дующий с севера;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
15.03.2017 20:00;-7.9;723.0;;;90;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;-3.8;;;;;;;;;;;;;
16.03.2017 2:00;-5.8;722.0;;;67;Ветер, дующий с севера;3;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
16.03.2017 8:00;;722.0;;;;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
16.03.2017 14:00;-5.1;723.0;;;85;Ветер, дующий с юго-востока;5;;;100%.; ;;;;;;;;;;50.0;;;;;;;
16.03.2017 20:00;-7.5;725.0;;;98;Ветер, дующий с юго-запада;3;;;100%.; ;;;;-5.1;;;;;;;;;;;;;
17.03.2017 2:00;-5.2;728.0;;;61;Ветер, дующий с севера;6;;;100%.; ;;;;;;;;;;;;;;;;;
17.03.2017 8:00;-7.3;729.0;;;60;Ветер, дующий с севера;2;;;70 – 80%.; ;;;-8.4;;;;;;;50.0;;;;;;;
17.03.2017 14:00;-5.8;731.0;;;56;Ветер, дующий с севера;4;;;60%.; ;;;;;;;;;;50.0;;;;;;;
17.03.2017 20:00;-10.3;732.0;;;70;Ветер, дующий с юга;1;;;40%.; ;;;;-5.8;;;;;;;;;;;;;
18.03.2017 2:00;-11.9;733.0;;;65;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
18.03.2017 8:00;-15.5;733.0;;;70;Ветер, дующий с юго-востока;2;;;100%.; ;;;-17.3;;;;;;;50.0;;;;;;;
18.03.2017 14:00;-9.3;733.0;;;73;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;;;;;;50.0;;;;;;;
18.03.2017 20:00;-14.3;734.0;;;90;Ветер, дующий с северо-запада;1;;;10%  или менее, но не 0; ;;;;-9.3;;;;;;;;;;;;;
19.03.2017 2:00;;734.0;;;;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
19.03.2017 8:00;;736.0;;;;Ветер, дующий с юго-запада;1;;;Облаков нет.; ;;;-20.8;;;;;;;50.0;;;;;;;
19.03.2017 14:00;-10.7;736.0;;;85;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
19.03.2017 20:00;-13.1;735.0;;;85;;0;;;Облаков нет.; ;;;;-10.7;;;;;;;;;;;;;
20.03.2017 2:00;;734.0;;;;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
20.03.2017 8:00;-20.4;734.0;;;95;Ветер, дующий с севера;2;;;Облаков нет.; ;;;-21.3;;;;;;;50.0;;;;;;;
20.03.2017 14:00;-8.8;733.0;;;59;Ветер, дующий с севера;5;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
20.03.2017 20:00;-8.4;731.0;;;48;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;-8.4;;;;;;;;;;;;;
21.03.2017 2:00;;731.0;;;;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
21.03.2017 8:00;;731.0;;;;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;-18.7;;;;;;;50.0;;;;;;;
21.03.2017 14:00;-8.3;731.0;;;78;Ветер, дующий с юго-запада;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
21.03.2017 20:00;-10.2;731.0;;;85;;0;;;Облаков нет.; ;;;;-8.3;;;;;;;;;;;;;
22.03.2017 2:00;;731.0;;;;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
22.03.2017 8:00;;731.0;;;;Ветер, дующий с севера;1;;;Облаков нет.; ;;;-20.2;;;;;;;50.0;;;;;;;
22.03.2017 14:00;-7.7;731.0;;;76;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
22.03.2017 20:00;-12.6;731.0;;;75;Ветер, дующий с севера;2;;;20–30%.; ;;;;-7.7;;;;;;50.0;;;;;;;
23.03.2017 2:00;;732.0;;;;Ветер, дующий с северо-запада;3;;;40%.; ;;;;;;;;;;;;;;;;;
23.03.2017 8:00;-13.7;733.0;;;95;Ветер, дующий с юго-востока;4;;;Облаков нет.; ;;;-16.0;;;;;;;50.0;;;;;;;
23.03.2017 14:00;-7.4;733.0;;;82;Ветер, дующий с северо-запада;2;;;40%.; ;;;;;;;;;;50.0;;;;;;;
23.03.2017 20:00;-10.7;732.0;;;90;;0;;;20–30%.; ;;;;-7.4;;;;;;50.0;;;;;;;
24.03.2017 2:00;;733.0;;;;Ветер, дующий с юга;1;;;40%.; ;;;;;;;;;;;;;;;;;
24.03.2017 8:00;;733.0;;;;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;-18.8;;;;;;;50.0;;;;;;;
24.03.2017 14:00;-6.3;731.0;;;94;Ветер, дующий с юго-востока;3;;;100%.; ;;;;;;;;;;50.0;;;;;;;
24.03.2017 20:00;-3.0;729.0;;;86;Ветер, дующий с северо-запада;4;;;100%.; ;;;;-3.0;;;;;;50.0;;;;;;;
25.03.2017 2:00;-9.7;729.0;;;94;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;;;;;;;;;;;;;;
25.03.2017 8:00;;730.0;;;;Ветер, дующий с северо-запада;2;;;60%.; ;;;-15.2;;;;;;;50.0;;;;;;;
25.03.2017 14:00;-6.4;729.0;;;88;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
25.03.2017 20:00;-9.6;729.0;;;94;Ветер, дующий с северо-запада;1;;;20–30%.; ;;;;-6.4;;;;;;50.0;;;;;;;
26.03.2017 2:00;;727.0;;;;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
26.03.2017 8:00;;727.0;;;;Ветер, дующий с северо-востока;3;;;Облаков нет.; ;;;-15.5;;;;;;;50.0;;;;;;;
26.03.2017 14:00;-3.1;726.0;;;59;Ветер, дующий с северо-востока;5;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
26.03.2017 20:00;-6.6;724.0;;;86;Ветер, дующий с севера;3;;;Облаков нет.; ;;;;-3.1;;;;;;50.0;;;;;;;
27.03.2017 2:00;;724.0;;;;Ветер, дующий с севера;1;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
27.03.2017 8:00;-9.3;724.0;;;88;Ветер, дующий с юго-востока;4;;;60%.; ;;;-13.5;;;;;;;50.0;;;;;;;
27.03.2017 14:00;-1.8;724.0;;;87;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;;;;;;50.0;;;;;;;
27.03.2017 20:00;-5.0;723.0;;;93;Ветер, дующий с юго-востока;4;;;40%.; ;;;;-1.8;;;;;;50.0;;;;;;;
28.03.2017 2:00;-6.4;723.0;;;102;Ветер, дующий с севера;4;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
28.03.2017 8:00;-10.6;725.0;;;100;Ветер, дующий с севера;2;;;Облаков нет.; ;;;-11.5;;;;;;;50.0;;;;;;;
28.03.2017 14:00;-0.9;726.0;;;58;Ветер, дующий с северо-востока;5;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
28.03.2017 20:00;-3.8;728.0;;;65;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;-0.9;;;;;;50.0;;;;;;;
29.03.2017 2:00;-10.9;722.0;;;75;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
29.03.2017 8:00;;731.0;;;;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;-14.8;;;;;;;50.0;;;;;;;
29.03.2017 14:00;-4.3;732.0;;;75;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
29.03.2017 20:00;-5.4;732.0;;;70;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;-4.3;;;;;;50.0;;;;;;;
30.03.2017 2:00;-11.7;731.0;;;85;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
30.03.2017 8:00;-10.8;731.0;;;90;Ветер, дующий с севера;3;;;Облаков нет.; ;;;-13.3;;;;;;;50.0;;;;;;;
30.03.2017 14:00;-1.0;730.0;;;42;Ветер, дующий с северо-востока;5;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
30.03.2017 20:00;-4.3;728.0;;;65;Ветер, дующий с севера;3;;;100%.; ;;;;-1.0;;;;;;50.0;;;;;;;
31.03.2017 2:00;-5.8;727.0;;;62;Ветер, дующий с севера;5;;;20–30%.; ;;;;;;;;;;;;;;;;;
31.03.2017 8:00;-3.4;726.0;;;48;Ветер, дующий с севера;3;;;Облаков нет.; ;;;-6.5;;;;;;;50.0;;;;;;;
31.03.2017 14:00;-0.6;723.0;;;58;Ветер, дующий с северо-востока;4;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
31.03.2017 20:00;-1.6;;;;62;Ветер, дующий с севера;3;;;100%.; ;;;;-0.6;;;;;;50.0;;;;;;;
01.04.2017 2:00;-3.2;724.0;;;74;Ветер, дующий с юго-востока;6;;;100%.; ;;;;;;;;;;;;;;;;;
01.04.2017 8:00;-2.9;727.0;;;71;Ветер, дующий с юга;2;;;10%  или менее, но не 0; ;;;-3.8;;;;;;;50.0;;;;;;;
01.04.2017 14:00;04.апр;726.0;;;54;Ветер, дующий с юго-востока;5;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
01.04.2017 20:00;-2.0;724.0;;;77;Ветер, дующий с юго-востока;4;;;20–30%.; ;;;;04.апр;;;;;;50.0;;;;;;;
02.04.2017 2:00;-0.4;721.0;;;56;Ветер, дующий с севера;3;;;100%.; ;;;;;;;;;;;;;;;;;
02.04.2017 8:00;-3.2;717.0;;;59;Ветер, дующий с севера;2;;;100%.; ;;;-3.7;;;;;;;50.0;;;;;;;
02.04.2017 14:00;0.6;716.0;;;83;Ветер, дующий с северо-запада;3;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
02.04.2017 20:00;05.июн;717.0;;;43;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%; ;;;;05.июн;;;;;;50.0;;;;;;;
03.04.2017 2:00;3.0;719.0;;;62;Ветер, дующий с севера;1;;;40%.; ;;;;;;;;;;;;;;;;;
03.04.2017 8:00;-0.6;721.0;;;60;Ветер, дующий с северо-востока;5;;;90  или более, но не 100%; ;;;-3.7;;;;;;;50.0;;;;;;;
03.04.2017 14:00;1.0;721.0;;;51;Ветер, дующий с северо-востока;4;;;100%.; ;;;;;;;;;;50.0;;;;;;;
03.04.2017 20:00;-3.3;722.0;;;69;Ветер, дующий с севера;2;;;100%.; ;;;;1.0;;;;;;50.0;;;;;;;
04.04.2017 2:00;-4.9;723.0;;;64;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;;;;;;;;;;;;;
04.04.2017 8:00;-5.2;723.0;;;63;Ветер, дующий с северо-востока;4;;;100%.; ;;;-5.6;;;;;;;50.0;;;;;;;
04.04.2017 14:00;-2.0;724.0;;;61;Ветер, дующий с северо-востока;6;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
04.04.2017 20:00;-4.4;722.0;;;74;Ветер, дующий с юго-запада;2;;;20–30%.; ;;;;-2.0;;;;;;50.0;;;;;;;
05.04.2017 2:00;-6.7;721.0;;;64;Ветер, дующий с севера;3;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
05.04.2017 8:00;-5.2;721.0;;;58;Ветер, дующий с севера;2;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-7.5;;;;;;;10.0;;;;;;;
05.04.2017 14:00;-3.6;721.0;;;92;Ветер, дующий с юга;3;;;40%.; ;;;;;;;;;;50.0;;;;;;;
05.04.2017 20:00;-4.8;720.0;;;81;Ветер, дующий с юго-востока;4;;;60%.; ;;;;-3.6;;;;;;50.0;;;;;;;
06.04.2017 2:00;-5.4;720.0;;;72;Ветер, дующий с юго-востока;4;;;40%.; ;;;;;;;;;;;;;;;;;
06.04.2017 8:00;-3.4;719.0;;;78;Ветер, дующий с севера;3;;;100%.; ;;;-6.2;;;;;;;50.0;;;;;;;
06.04.2017 14:00;0.2;727.0;;;57;Ветер, дующий с северо-востока;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
06.04.2017 20:00;-5.4;719.0;;;95;Ветер, дующий с юга;2;;;60%.; ;;;;0.2;;;;;;50.0;;Следы осадков;;;;;
07.04.2017 2:00;-5.8;720.0;;;99;Ветер, дующий с юго-востока;3;;;40%.; ;;;;;;;;;;;;;;;;;
07.04.2017 8:00;-6.2;724.0;;;66;Ветер, дующий с северо-востока;8;;;70 – 80%.; ;;;-6.6;;;;;;;50.0;;;;;;;
07.04.2017 14:00;-2.0;725.0;;;64;Ветер, дующий с юга;7;;;100%.; ;;;;;;;;;;50.0;;;;;;;
07.04.2017 20:00;-2.3;725.0;;;72;Ветер, дующий с востока;4;;;60%.; ;;;;-2.0;;;;;;50.0;;;;;;;
08.04.2017 2:00;-5.4;725.0;;;75;Ветер, дующий с юго-востока;4;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
08.04.2017 8:00;-3.3;724.0;;;68;Ветер, дующий с юго-востока;5;;;90  или более, но не 100%; ;;;-6.2;;;;;;;50.0;;;;;;;
08.04.2017 20:00;-0.8;722.0;;;83;Ветер, дующий с юго-востока;5;;;100%.; ;;;;-0.6;;;;;;50.0;;;;;;;
09.04.2017 8:00;3.0;718.0;;;69;Ветер, дующий с юго-запада;1;;;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;-1.5;;;;;;;10.0;;Следы осадков;;;;;
09.04.2017 20:00;-0.6;719.0;;;55;Ветер, дующий с северо-запада;8;;;60%.; ;;;;02.апр;;;;;;50.0;;Следы осадков;;;;;
10.04.2017 8:00;-6.3;726.0;;;63;Ветер, дующий с севера;6;;;50%.; ;;;-7.0;;;;;;;50.0;;;;;;;
10.04.2017 20:00;-2.6;726.0;;;59;Ветер, дующий с юго-востока;3;;;90  или более, но не 100%; ;;;;-2.6;;;;;;50.0;;Следы осадков;;;;;
11.04.2017 8:00;-7.5;726.0;;;68;Ветер, дующий с северо-запада;3;;;40%.; ;;;-7.8;;;;;;;50.0;;;;;;;
11.04.2017 20:00;-3.2;724.0;;;66;Ветер, дующий с юго-запада;2;;;40%.; ;;;;-2.5;;;;;;50.0;;;;;;;
12.04.2017 8:00;-2.4;718.0;;;82;Ветер, дующий с юго-востока;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
12.04.2017 20:00;02.авг;711.0;;;75;Ветер, дующий с юго-востока;8;;;70 – 80%.; ;;;;02.авг;;;;;;50.0;;;;;;;
13.04.2017 8:00;03.сен;710.0;;;65;Ветер, дующий с юго-запада;7;;;90  или более, но не 100%; ;;;02.авг;;;;;;;50.0;;;;;;;
13.04.2017 20:00;06.фев;708.0;;;56;Ветер, дующий с запада;2;;;100%.; ;;;;06.фев;;;;;;50.0;;;;;;;
14.04.2017 8:00;02.сен;710.0;;;72;Ветер, дующий с юго-запада;7;;;100%.; ;;;02.фев;;;;;;;50.0;;;;;;;
14.04.2017 20:00;04.июн;714.0;;;64;Ветер, дующий с северо-запада;11;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;04.сен;;;;;;50.0;;Следы осадков;;;;;
15.04.2017 8:00;-0.8;721.0;;;56;Ветер, дующий с северо-востока;3;;;40%.; ;;;-2.4;;;;;;;50.0;;;;;;;
15.04.2017 20:00;0.0;720.0;;;49;Ветер, дующий с северо-востока;3;;;100%.; ;;;;;;;;;;50.0;;;;;;;
16.04.2017 8:00;-2.2;718.0;;;98;Ветер, дующий с северо-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-2.5;;;;;;;10.0;;4.0;;;;;
16.04.2017 20:00;-1.5;713.0;;;96;Ветер, дующий с юго-востока;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
17.04.2017 8:00;-4.6;718.0;;;98;Ветер, дующий с севера;1;;;60%.; ;;;-5.2;;;;;;;50.0;;;;;;;
17.04.2017 20:00;-1.0;718.0;;;77;Ветер, дующий с востока;2;;;40%.; ;;;;2.0;;;;;;50.0;;;;;;;
18.04.2017 8:00;-2.6;713.0;;;76;Ветер, дующий с северо-востока;6;;;20–30%.; ;;;-3.3;;;;;;;50.0;;;;;;;
18.04.2017 20:00;-0.2;713.0;;;100;Ветер, дующий с юго-востока;3;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;01.сен;;;;;;10.0;;Следы осадков;;;;;
19.04.2017 8:00;-0.2;718.0;;;92;Ветер, дующий с севера;2;;;100%.; ;;;-1.2;;;;;;;50.0;;0.4;;;;;
19.04.2017 20:00;0.6;723.0;;;71;Ветер, дующий с юго-запада;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
20.04.2017 8:00;-2.5;721.0;;;82;Ветер, дующий с юга;6;;;90  или более, но не 100%; ;;;-3.7;;;;;;;50.0;;;;;;;
20.04.2017 20:00;01.мар;715.0;;;77;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%; ;;;;01.мар;;;;;;50.0;;;;;;;
21.04.2017 8:00;-0.6;719.0;;;73;Ветер, дующий с северо-запада;4;;;40%.; ;;;-1.0;;;;;;;50.0;;Следы осадков;;;;;
21.04.2017 20:00;0.2;720.0;;;76;Ветер, дующий с юго-востока;3;;;100%.; ;;;;01.апр;;;;;;50.0;;;;;;;
22.04.2017 8:00;-1.0;722.0;;;81;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;-1.9;;;;;;;50.0;;;;;;;
22.04.2017 20:00;-0.8;723.0;;;81;;0;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
23.04.2017 8:00;-4.0;723.0;;;75;Ветер, дующий с юго-запада;1;;;10%  или менее, но не 0; ;;;-6.5;;;;;;;50.0;;;;;;;
23.04.2017 20:00;0.0;724.0;;;64;Ветер, дующий с северо-востока;3;;;100%.; ;;;;01.сен;;;;;;50.0;;;;;;;
24.04.2017 8:00;-3.9;729.0;;;80;Ветер, дующий с севера;3;;;10%  или менее, но не 0; ;;;-5.4;;;;;;;50.0;;;;;;;
24.04.2017 20:00;-0.2;730.0;;;84;;0;;;Облаков нет.; ;;;;01.янв;;;;;;50.0;;;;;;;
25.04.2017 8:00;-0.8;730.0;;;54;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
25.04.2017 20:00;01.фев;730.0;;;54;Ветер, дующий с северо-востока;1;;;40%.; ;;;;03.июн;;;;;;50.0;;;;;;;
26.04.2017 8:00;-2.7;731.0;;;80;Ветер, дующий с юго-востока;5;;;100%.; ;;;-5.2;;;;;;;50.0;;;;;;;
26.04.2017 20:00;03.янв;726.0;;;66;Ветер, дующий с юго-востока;6;;;100%.; ;;;;03.янв;;;;;;50.0;;;;;;;
27.04.2017 8:00;-0.4;725.0;;;94;Ветер, дующий с юго-востока;1;;;100%.; ;;;-1.1;;;;;;;50.0;;;;;;;
27.04.2017 20:00;05.фев;722.0;;;66;Ветер, дующий с юго-востока;1;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;05.фев;;;;;;10.0;;;;;;;
28.04.2017 8:00;03.сен;717.0;;;67;Ветер, дующий с юго-востока;5;;;60%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;01.май;;;;;;;10.0;;;;;;;
28.04.2017 20:00;07.янв;713.0;;;59;Ветер, дующий с северо-запада;5;;;90  или более, но не 100%;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;07.янв;;;;;;10.0;;;;;;;
29.04.2017 8:00;03.апр;721.0;;;53;Ветер, дующий с севера;3;;;70 – 80%.; ;;;01.авг;;;;;;;50.0;;;;;;;
29.04.2017 20:00;04.апр;719.0;;;43;Ветер, дующий с севера;4;;;90  или более, но не 100%; ;;;;04.апр;;;;;;50.0;;;;;;;
